FIPS,County name,State,Year,Population
51053,Dinwiddie County,Virginia,2000,24540
51057,Essex County,Virginia,2000,9991
51059,Fairfax County,Virginia,2000,969987
51061,Fauquier County,Virginia,2000,55145
51063,Floyd County,Virginia,2000,13840
51065,Fluvanna County,Virginia,2000,20012
51067,Franklin County,Virginia,2000,47311
51069,Frederick County,Virginia,2000,59226
51071,Giles County,Virginia,2000,16682
51073,Gloucester County,Virginia,2000,34772
51075,Goochland County,Virginia,2000,16866
51077,Grayson County,Virginia,2000,16803
51079,Greene County,Virginia,2000,15231
51081,Greensville County,Virginia,2000,11585
51083,Halifax County,Virginia,2000,37350
51085,Hanover County,Virginia,2000,86331
51087,Henrico County,Virginia,2000,263195
51089,Henry County,Virginia,2000,57944
51091,Highland County,Virginia,2000,2531
51093,Isle of Wight County,Virginia,2000,29724
51095,James City County,Virginia,2000,48096
51097,King and Queen County,Virginia,2000,6624
51099,King George County,Virginia,2000,16811
51101,King William County,Virginia,2000,13155
51103,Lancaster County,Virginia,2000,11557
51105,Lee County,Virginia,2000,23583
51107,Loudoun County,Virginia,2000,169599
51109,Louisa County,Virginia,2000,25691
51111,Lunenburg County,Virginia,2000,13152
51113,Madison County,Virginia,2000,12509
51115,Mathews County,Virginia,2000,9160
51117,Mecklenburg County,Virginia,2000,32387
51119,Middlesex County,Virginia,2000,9895
51121,Montgomery County,Virginia,2000,83632
51125,Nelson County,Virginia,2000,14440
51127,New Kent County,Virginia,2000,13472
51131,Northampton County,Virginia,2000,13096
51133,Northumberland County,Virginia,2000,12257
51135,Nottoway County,Virginia,2000,15738
51137,Orange County,Virginia,2000,25870
51139,Page County,Virginia,2000,23151
51141,Patrick County,Virginia,2000,19429
51143,Pittsylvania County,Virginia,2000,61790
51145,Powhatan County,Virginia,2000,22377
51147,Prince Edward County,Virginia,2000,19719
51149,Prince George County,Virginia,2000,33112
51153,Prince William County,Virginia,2000,281317
51155,Pulaski County,Virginia,2000,35129
51157,Rappahannock County,Virginia,2000,6994
51159,Richmond County,Virginia,2000,8813
51161,Roanoke County,Virginia,2000,85700
51163,Rockbridge County,Virginia,2000,20785
51165,Rockingham County,Virginia,2000,67825
51167,Russell County,Virginia,2000,29250
51169,Scott County,Virginia,2000,23395
51171,Shenandoah County,Virginia,2000,35068
51173,Smyth County,Virginia,2000,33069
51175,Southampton County,Virginia,2000,17482
51177,Spotsylvania County,Virginia,2000,90289
51179,Stafford County,Virginia,2000,92456
51181,Surry County,Virginia,2000,6824
51183,Sussex County,Virginia,2000,12507
51185,Tazewell County,Virginia,2000,44599
51187,Warren County,Virginia,2000,31553
51191,Washington County,Virginia,2000,51152
51193,Westmoreland County,Virginia,2000,16684
51195,Wise County,Virginia,2000,42153
51197,Wythe County,Virginia,2000,27601
51199,York County,Virginia,2000,56748
51510,Alexandria city,Virginia,2000,128278
51520,Bristol city,Virginia,2000,17346
51530,Buena Vista city,Virginia,2000,6367
51540,Charlottesville city,Virginia,2000,41280
51550,Chesapeake city,Virginia,2000,199153
51570,Colonial Heights city,Virginia,2000,16909
51580,Covington city,Virginia,2000,6294
51590,Danville city,Virginia,2000,48312
51595,Emporia city,Virginia,2000,5651
51600,Fairfax city,Virginia,2000,21576
51610,Falls Church city,Virginia,2000,10432
51620,Franklin city,Virginia,2000,8351
51630,Fredericksburg city,Virginia,2000,19367
51640,Galax city,Virginia,2000,6911
51650,Hampton city,Virginia,2000,146436
51660,Harrisonburg city,Virginia,2000,40390
51670,Hopewell city,Virginia,2000,22278
51678,Lexington city,Virginia,2000,6873
51680,Lynchburg city,Virginia,2000,65306
51683,Manassas city,Virginia,2000,34692
51685,Manassas Park city,Virginia,2000,10226
51690,Martinsville city,Virginia,2000,15418
51700,Newport News city,Virginia,2000,180272
51710,Norfolk city,Virginia,2000,234463
51720,Norton city,Virginia,2000,3945
51730,Petersburg city,Virginia,2000,33752
51735,Poquoson city,Virginia,2000,11566
51740,Portsmouth city,Virginia,2000,100580
51750,Radford city,Virginia,2000,15878
51760,Richmond city,Virginia,2000,196991
51770,Roanoke city,Virginia,2000,95006
51775,Salem city,Virginia,2000,24723
51790,Staunton city,Virginia,2000,23951
51800,Suffolk city,Virginia,2000,63699
51810,Virginia Beach city,Virginia,2000,425236
51820,Waynesboro city,Virginia,2000,19617
51830,Williamsburg city,Virginia,2000,11998
51840,Winchester city,Virginia,2000,23599
50001,Addison County,Vermont,2000,35963
50003,Bennington County,Vermont,2000,36969
50005,Caledonia County,Vermont,2000,29606
50007,Chittenden County,Vermont,2000,146615
50009,Essex County,Vermont,2000,6450
50011,Franklin County,Vermont,2000,45395
50013,Grand Isle County,Vermont,2000,6885
50015,Lamoille County,Vermont,2000,23225
50017,Orange County,Vermont,2000,28314
50019,Orleans County,Vermont,2000,26275
50021,Rutland County,Vermont,2000,63386
50023,Washington County,Vermont,2000,58034
50025,Windham County,Vermont,2000,44112
50027,Windsor County,Vermont,2000,57384
49001,Beaver County,Utah,2000,5997
49003,Box Elder County,Utah,2000,42755
49005,Cache County,Utah,2000,91389
49007,Carbon County,Utah,2000,20531
49009,Daggett County,Utah,2000,918
49011,Davis County,Utah,2000,238997
49013,Duchesne County,Utah,2000,14432
49015,Emery County,Utah,2000,10859
49017,Garfield County,Utah,2000,4733
49019,Grand County,Utah,2000,8407
49021,Iron County,Utah,2000,33793
49023,Juab County,Utah,2000,8236
49025,Kane County,Utah,2000,6056
49027,Millard County,Utah,2000,12405
49029,Morgan County,Utah,2000,7132
49031,Piute County,Utah,2000,1437
49033,Rich County,Utah,2000,1961
49035,Salt Lake County,Utah,2000,898429
49037,San Juan County,Utah,2000,14389
49039,Sanpete County,Utah,2000,22722
49041,Sevier County,Utah,2000,18840
49043,Summit County,Utah,2000,29746
49045,Tooele County,Utah,2000,40740
49047,Uintah County,Utah,2000,25174
49049,Utah County,Utah,2000,368539
49051,Wasatch County,Utah,2000,15206
49053,Washington County,Utah,2000,90325
49055,Wayne County,Utah,2000,2509
49057,Weber County,Utah,2000,196526
48001,Anderson County,Texas,2000,55114
48003,Andrews County,Texas,2000,13002
48005,Angelina County,Texas,2000,80123
48007,Aransas County,Texas,2000,22457
48009,Archer County,Texas,2000,8904
48011,Armstrong County,Texas,2000,2153
48013,Atascosa County,Texas,2000,38564
48015,Austin County,Texas,2000,23586
48017,Bailey County,Texas,2000,6593
48019,Bandera County,Texas,2000,17589
48021,Bastrop County,Texas,2000,57702
48023,Baylor County,Texas,2000,4091
48025,Bee County,Texas,2000,32347
48027,Bell County,Texas,2000,238000
48029,Bexar County,Texas,2000,1393035
48031,Blanco County,Texas,2000,8436
48033,Borden County,Texas,2000,729
48035,Bosque County,Texas,2000,17188
48037,Bowie County,Texas,2000,89296
48039,Brazoria County,Texas,2000,241805
48041,Brazos County,Texas,2000,152436
48043,Brewster County,Texas,2000,8872
48045,Briscoe County,Texas,2000,1805
48047,Brooks County,Texas,2000,7980
48049,Brown County,Texas,2000,37668
48051,Burleson County,Texas,2000,16449
48053,Burnet County,Texas,2000,34188
48055,Caldwell County,Texas,2000,32101
48057,Calhoun County,Texas,2000,20645
48059,Callahan County,Texas,2000,12873
48061,Cameron County,Texas,2000,334884
48063,Camp County,Texas,2000,11533
48065,Carson County,Texas,2000,6503
48067,Cass County,Texas,2000,30427
48069,Castro County,Texas,2000,8276
48071,Chambers County,Texas,2000,26006
48073,Cherokee County,Texas,2000,46716
48075,Childress County,Texas,2000,7697
48077,Clay County,Texas,2000,10997
48079,Cochran County,Texas,2000,3724
48081,Coke County,Texas,2000,3865
48083,Coleman County,Texas,2000,9232
48085,Collin County,Texas,2000,491272
48087,Collingsworth County,Texas,2000,3206
48089,Colorado County,Texas,2000,20356
48091,Comal County,Texas,2000,78022
48093,Comanche County,Texas,2000,14027
48095,Concho County,Texas,2000,3964
48097,Cooke County,Texas,2000,36370
48099,Coryell County,Texas,2000,74899
48101,Cottle County,Texas,2000,1899
48103,Crane County,Texas,2000,3996
48105,Crockett County,Texas,2000,4099
48107,Crosby County,Texas,2000,7072
48109,Culberson County,Texas,2000,2979
48111,Dallam County,Texas,2000,6213
48113,Dallas County,Texas,2000,2216808
48115,Dawson County,Texas,2000,14987
48117,Deaf Smith County,Texas,2000,18565
48119,Delta County,Texas,2000,5319
48121,Denton County,Texas,2000,433065
48123,DeWitt County,Texas,2000,19999
48125,Dickens County,Texas,2000,2760
48127,Dimmit County,Texas,2000,10205
48129,Donley County,Texas,2000,3814
48131,Duval County,Texas,2000,13073
48133,Eastland County,Texas,2000,18289
48135,Ector County,Texas,2000,121124
48137,Edwards County,Texas,2000,2160
48139,Ellis County,Texas,2000,111415
48141,El Paso County,Texas,2000,679568
48143,Erath County,Texas,2000,32981
48145,Falls County,Texas,2000,18563
48147,Fannin County,Texas,2000,31225
48149,Fayette County,Texas,2000,21818
48151,Fisher County,Texas,2000,4345
48153,Floyd County,Texas,2000,7770
48155,Foard County,Texas,2000,1621
48157,Fort Bend County,Texas,2000,354286
48159,Franklin County,Texas,2000,9431
48161,Freestone County,Texas,2000,17851
48163,Frio County,Texas,2000,16255
48165,Gaines County,Texas,2000,14463
48167,Galveston County,Texas,2000,250178
48169,Garza County,Texas,2000,4876
48171,Gillespie County,Texas,2000,20806
48173,Glasscock County,Texas,2000,1413
48175,Goliad County,Texas,2000,6923
48177,Gonzales County,Texas,2000,18601
48179,Gray County,Texas,2000,22742
48181,Grayson County,Texas,2000,110574
48183,Gregg County,Texas,2000,111328
48185,Grimes County,Texas,2000,23544
48187,Guadalupe County,Texas,2000,88856
48189,Hale County,Texas,2000,36605
48191,Hall County,Texas,2000,3782
48193,Hamilton County,Texas,2000,8226
48195,Hansford County,Texas,2000,5369
48197,Hardeman County,Texas,2000,4723
48199,Hardin County,Texas,2000,48075
48201,Harris County,Texas,2000,3401139
48203,Harrison County,Texas,2000,62096
48205,Hartley County,Texas,2000,5538
48207,Haskell County,Texas,2000,6091
48209,Hays County,Texas,2000,97918
48211,Hemphill County,Texas,2000,3353
48213,Henderson County,Texas,2000,73105
48215,Hidalgo County,Texas,2000,569099
48217,Hill County,Texas,2000,32301
48219,Hockley County,Texas,2000,22719
48221,Hood County,Texas,2000,40987
48223,Hopkins County,Texas,2000,31960
48225,Houston County,Texas,2000,23148
48227,Howard County,Texas,2000,33630
48229,Hudspeth County,Texas,2000,3349
48231,Hunt County,Texas,2000,76562
48233,Hutchinson County,Texas,2000,23864
48235,Irion County,Texas,2000,1765
48237,Jack County,Texas,2000,8751
48239,Jackson County,Texas,2000,14387
48241,Jasper County,Texas,2000,35552
48243,Jeff Davis County,Texas,2000,2207
48245,Jefferson County,Texas,2000,251968
48247,Jim Hogg County,Texas,2000,5283
48249,Jim Wells County,Texas,2000,39344
48251,Johnson County,Texas,2000,126622
48253,Jones County,Texas,2000,20794
48255,Karnes County,Texas,2000,15438
48257,Kaufman County,Texas,2000,71452
48259,Kendall County,Texas,2000,23793
48261,Kenedy County,Texas,2000,414
48263,Kent County,Texas,2000,859
48265,Kerr County,Texas,2000,43646
48267,Kimble County,Texas,2000,4461
48269,King County,Texas,2000,356
48271,Kinney County,Texas,2000,3375
48273,Kleberg County,Texas,2000,31610
48275,Knox County,Texas,2000,4253
48277,Lamar County,Texas,2000,48491
48279,Lamb County,Texas,2000,14713
48281,Lampasas County,Texas,2000,17827
48283,La Salle County,Texas,2000,5863
48285,Lavaca County,Texas,2000,19217
48287,Lee County,Texas,2000,15650
48289,Leon County,Texas,2000,15307
48291,Liberty County,Texas,2000,70196
48293,Limestone County,Texas,2000,22050
48295,Lipscomb County,Texas,2000,3050
48297,Live Oak County,Texas,2000,12262
48299,Llano County,Texas,2000,16996
48301,Loving County,Texas,2000,67
48303,Lubbock County,Texas,2000,242644
48305,Lynn County,Texas,2000,6547
48307,McCulloch County,Texas,2000,8203
48309,McLennan County,Texas,2000,213525
48311,McMullen County,Texas,2000,847
48313,Madison County,Texas,2000,12945
48315,Marion County,Texas,2000,10939
48317,Martin County,Texas,2000,4746
48319,Mason County,Texas,2000,3735
48321,Matagorda County,Texas,2000,37919
48323,Maverick County,Texas,2000,47285
48325,Medina County,Texas,2000,39318
48327,Menard County,Texas,2000,2357
48329,Midland County,Texas,2000,116034
48331,Milam County,Texas,2000,24235
48333,Mills County,Texas,2000,5143
48335,Mitchell County,Texas,2000,9696
48337,Montague County,Texas,2000,19108
48339,Montgomery County,Texas,2000,293779
48341,Moore County,Texas,2000,20123
48343,Morris County,Texas,2000,13043
48345,Motley County,Texas,2000,1421
48347,Nacogdoches County,Texas,2000,59197
48349,Navarro County,Texas,2000,45113
48351,Newton County,Texas,2000,15054
48353,Nolan County,Texas,2000,15805
48355,Nueces County,Texas,2000,313512
48357,Ochiltree County,Texas,2000,9001
48359,Oldham County,Texas,2000,2183
48361,Orange County,Texas,2000,85033
48363,Palo Pinto County,Texas,2000,27015
48365,Panola County,Texas,2000,22759
48367,Parker County,Texas,2000,88429
48369,Parmer County,Texas,2000,10008
48371,Pecos County,Texas,2000,16793
48373,Polk County,Texas,2000,41152
48375,Potter County,Texas,2000,113655
48377,Presidio County,Texas,2000,7304
48379,Rains County,Texas,2000,9128
48381,Randall County,Texas,2000,104176
48383,Reagan County,Texas,2000,3325
48385,Real County,Texas,2000,3046
48387,Red River County,Texas,2000,14314
48389,Reeves County,Texas,2000,13141
48391,Refugio County,Texas,2000,7830
48393,Roberts County,Texas,2000,887
48395,Robertson County,Texas,2000,15972
48397,Rockwall County,Texas,2000,43023
48399,Runnels County,Texas,2000,11473
48401,Rusk County,Texas,2000,47410
48403,Sabine County,Texas,2000,10400
48405,San Augustine County,Texas,2000,8939
48407,San Jacinto County,Texas,2000,22211
48409,San Patricio County,Texas,2000,67273
48411,San Saba County,Texas,2000,6185
48413,Schleicher County,Texas,2000,2934
48415,Scurry County,Texas,2000,16366
48417,Shackelford County,Texas,2000,3302
48419,Shelby County,Texas,2000,25215
48421,Sherman County,Texas,2000,3184
48423,Smith County,Texas,2000,174861
48425,Somervell County,Texas,2000,6913
48427,Starr County,Texas,2000,53573
48429,Stephens County,Texas,2000,9676
48431,Sterling County,Texas,2000,1393
48433,Stonewall County,Texas,2000,1691
48435,Sutton County,Texas,2000,4073
48437,Swisher County,Texas,2000,8369
48439,Tarrant County,Texas,2000,1449290
48441,Taylor County,Texas,2000,126606
48443,Terrell County,Texas,2000,1081
48445,Terry County,Texas,2000,12757
48447,Throckmorton County,Texas,2000,1847
48449,Titus County,Texas,2000,28118
48451,Tom Green County,Texas,2000,104015
48453,Travis County,Texas,2000,811776
48455,Trinity County,Texas,2000,13748
48457,Tyler County,Texas,2000,20842
48459,Upshur County,Texas,2000,35308
48461,Upton County,Texas,2000,3408
48463,Uvalde County,Texas,2000,25919
48465,Val Verde County,Texas,2000,44834
48467,Van Zandt County,Texas,2000,48129
48469,Victoria County,Texas,2000,84077
48471,Walker County,Texas,2000,61757
48473,Waller County,Texas,2000,32545
48475,Ward County,Texas,2000,10909
48477,Washington County,Texas,2000,30412
48479,Webb County,Texas,2000,193124
48481,Wharton County,Texas,2000,41191
48483,Wheeler County,Texas,2000,5289
48485,Wichita County,Texas,2000,131695
48487,Wilbarger County,Texas,2000,14679
48489,Willacy County,Texas,2000,20079
48491,Williamson County,Texas,2000,250466
48493,Wilson County,Texas,2000,32401
48495,Winkler County,Texas,2000,7173
48497,Wise County,Texas,2000,48789
48499,Wood County,Texas,2000,36729
48501,Yoakum County,Texas,2000,7325
48503,Young County,Texas,2000,17872
48505,Zapata County,Texas,2000,12081
48507,Zavala County,Texas,2000,11645
47001,Anderson County,Tennessee,2000,71470
47003,Bedford County,Tennessee,2000,37608
47005,Benton County,Tennessee,2000,16534
47007,Bledsoe County,Tennessee,2000,12349
47009,Blount County,Tennessee,2000,105824
47011,Bradley County,Tennessee,2000,87973
47013,Campbell County,Tennessee,2000,39839
47015,Cannon County,Tennessee,2000,12836
47017,Carroll County,Tennessee,2000,29446
47019,Carter County,Tennessee,2000,56731
47021,Cheatham County,Tennessee,2000,35843
47023,Chester County,Tennessee,2000,15540
47025,Claiborne County,Tennessee,2000,29861
